title,year,genre1,genre2,genre3,country,language,director,reviews_from_users,reviews_from_critics
The Narrow Corner,1933,3,,,4,1,Alfred E. Green,8.0,6.0
Night Flight,1933,3,,,4,1,Clarence Brown,26.0,17.0
Night of Terror,1933,10,9,16,4,1,Benjamin Stoloff,26.0,14.0
No Other Woman,1933,3,,,4,1,J. Walter Ruben,15.0,3.0
The Nuisance,1933,12,3,7,4,1,Jack Conway,11.0,4.0
Okraina,1933,3,8,,8,6,Boris Barnet,10.0,11.0
Oliver Twist,1933,3,,,4,1,William J. Cowen,16.0,2.0
One Man's Journey,1933,3,,,4,1,John S. Robertson,24.0,3.0
One Sunday Afternoon,1933,12,7,,4,1,Stephen Roberts,24.0,5.0
Only Yesterday,1933,3,7,,4,1,John M. Stahl,7.0,6.0
Our Betters,1933,12,3,7,4,1,George Cukor,17.0,10.0
Parachute Jumper,1933,3,,,4,1,Alfred E. Green,20.0,7.0
Parole Girl,1933,2,3,,4,1,Edward F. Cline,13.0,2.0
Peg o' My Heart,1933,3,7,,4,1,Robert Z. Leonard,17.0,3.0
Penthouse,1933,2,9,7,4,1,W.S. Van Dyke,28.0,13.0
Perfect Understanding,1933,12,3,7,2,1,Cyril Gardner,12.0,8.0
The Phantom Broadcast,1933,9,,,4,1,Phil Rosen,13.0,1.0
Picture Snatcher,1933,3,2,,4,1,Lloyd Bacon,32.0,16.0
Pilgrimage,1933,3,,,4,1,John Ford,12.0,10.0
Pleasure Cruise,1933,12,7,,4,1,Frank Tuttle,6.0,2.0
The Power and the Glory,1933,3,,,4,1,William K. Howard,19.0,3.0
El prisionero 13,1933,3,8,,8,7,Fernando de Fuentes,4.0,4.0
Private Detective 62,1933,12,2,3,4,1,Michael Curtiz,14.0,10.0
The Private Life of Henry VIII.,1933,1,12,3,2,1,Alexander Korda,42.0,28.0
The Prizefighter and the Lady,1933,12,2,7,4,1,"W.S. Van Dyke, Howard Hawks",30.0,10.0
Professional Sweetheart,1933,12,7,,4,1,William A. Seiter,21.0,6.0
Quatorze Juillet,1933,12,7,,7,5,René Clair,3.0,4.0
Queen Christina,1933,1,3,4,4,1,Rouben Mamoulian,66.0,47.0
Rafter Romance,1933,12,7,,4,1,William A. Seiter,22.0,7.0
Reunion in Vienna,1933,3,7,,4,1,Sidney Franklin,5.0,3.0
Riders of Destiny,1933,20,7,11,4,1,Robert N. Bradbury,28.0,8.0
The Right to Romance,1933,3,7,,4,1,Alfred Santell,9.0,2.0
Rockabye,1932,3,7,,4,1,"George Cukor, George Fitzmaurice",9.0,2.0
Roman Scandals,1933,12,6,19,4,1,Frank Tuttle,20.0,6.0
S.O.S. Eisberg,1933,5,3,,1,1,Arnold Fanck,6.0,4.0
Sagebrush Trail,1933,14,3,7,4,1,Armand Schaefer,28.0,11.0
Scarlet River,1933,14,5,12,4,1,Otto Brower,9.0,5.0
The Secret of Madame Blanche,1933,3,4,7,4,1,Charles Brabin,14.0,5.0
Secret of the Blue Room,1933,3,10,9,4,1,Kurt Neumann,26.0,16.0
Secrets,1933,3,11,,4,1,Frank Borzage,25.0,3.0
She Done Him Wrong,1933,12,3,4,4,1,Lowell Sherman,66.0,35.0
She Had to Say Yes,1933,3,7,,4,1,"George Amy, Busby Berkeley",16.0,5.0
Should Ladies Behave,1933,12,3,,4,1,Harry Beaumont,9.0,2.0
A Shriek in the Night,1933,2,9,7,4,1,Albert Ray,40.0,13.0
The Silk Express,1933,3,9,16,4,1,Ray Enright,8.0,3.0
The Silver Cord,1933,3,7,,4,1,John Cromwell,15.0,7.0
The Sin of Nora Moran,1933,2,3,,4,1,Phil Goldstone,15.0,12.0
The Solitaire Man,1933,2,7,,4,1,Jack Conway,11.0,7.0
Somewhere in Sonora,1933,14,12,3,4,1,Mack V. Wright,10.0,4.0
The Son of Kong,1933,5,12,,4,1,Ernest B. Schoedsack,88.0,50.0
Son of a Sailor,1933,5,12,,4,1,Lloyd Bacon,4.0,3.0
The Song of Songs,1933,3,7,,4,1,Rouben Mamoulian,12.0,19.0
Sonnenstrahl,1933,3,,,1,3,Pál Fejös,2.0,2.0
Sons of the Desert,1933,12,,,4,1,William A. Seiter,66.0,23.0
The Sphinx,1933,9,,,4,1,"Phil Rosen, Wilfred Lucas",21.0,13.0
Stage Mother,1933,3,19,7,4,1,Charles Brabin,9.0,1.0
State Fair,1933,12,3,7,4,1,Henry King,17.0,9.0
Storm at Daybreak,1933,3,7,8,4,1,Richard Boleslawski,5.0,2.0
The Story of Temple Drake,1933,3,,,4,1,Stephen Roberts,37.0,26.0
The Stranger's Return,1933,12,3,,4,1,King Vidor,10.0,3.0
A Study in Scarlet,1933,9,16,,4,1,Edwin L. Marin,25.0,11.0
Supernatural,1933,10,9,16,4,1,Victor Halperin,21.0,19.0
Sweepings,1933,3,,,4,1,John Cromwell,15.0,2.0
Taki no shiraito,1933,3,,,6,7,"Kenji Mizoguchi, Takuaki Seiryô",3.0,8.0
Tarzan the Fearless,1933,14,5,,4,1,Robert F. Hill,15.0,12.0
The Telegraph Trail,1933,14,5,7,4,1,Tenny Wright,10.0,4.0
Le testament du Dr. Mabuse,1933,2,10,9,1,5,"Fritz Lang, René Sti",2.0,2.0
This Day and Age,1933,2,3,,4,1,Cecil B. DeMille,7.0,4.0
The Three Musketeers,1933,14,5,3,4,1,"Colbert Clark, Armand Schaefer",5.0,4.0
Three Cornered Moon,1933,12,,,4,1,Elliott Nugent,14.0,3.0
Tillie and Gus,1933,12,,,4,1,Francis Martin,10.0,6.0
To the Last Man,1933,7,11,,4,1,Henry Hathaway,21.0,9.0
Today We Live,1933,3,7,8,4,1,"Howard Hawks, Richard Rosson",27.0,9.0
Tôkyô no onna,1933,3,,,6,7,Yasujirô Ozu,4.0,7.0
Tomorrow at Seven,1933,12,2,3,4,1,Ray Enright,20.0,8.0
Topaze,1933,3,12,,4,1,Harry d'Abbadie d'Arrast,23.0,8.0
Torch Singer,1933,3,19,7,4,1,"Alexander Hall, George Somnes",22.0,11.0
Treno popolare,1933,12,,,5,2,Raffaello Matarazzo,,1.0
Tugboat Annie,1933,12,3,,4,1,Mervyn LeRoy,11.0,2.0
Turn Back the Clock,1933,12,3,,4,1,Edgar Selwyn,15.0,6.0
La tête d'un homme,1933,2,9,16,7,5,Julien Duvivier,4.0,10.0
The Vampire Bat,1933,3,10,9,4,1,Frank R. Strayer,66.0,45.0
Velikiy uteshitel,1933,3,,,8,6,Lev Kuleshov,1.0,1.0
Viktor und Viktoria,1933,12,19,,1,3,Reinhold Schünzel,11.0,7.0
Voltaire,1933,1,3,4,4,1,John G. Adolfi,9.0,2.0
Waltzes from Vienna,1934,1,20,7,2,1,Alfred Hitchcock,20.0,11.0
Wedding Rehearsal,1932,12,3,,2,1,Alexander Korda,8.0,1.0
What! No Beer?,1933,12,,,4,1,Edward Sedgwick,15.0,5.0
When Ladies Meet,1933,12,7,,4,1,"Harry Beaumont, Robert Z. Leonard",18.0,11.0
The Whispering Shadow,1933,14,2,10,4,1,"Colbert Clark, Albert Herman",10.0,6.0
Whistling in the Dark,1933,12,2,3,4,1,"Elliott Nugent, Charles Reisner",8.0,5.0
The White Sister,1933,3,7,,4,1,Victor Fleming,12.0,3.0
White Woman,1933,3,,,4,1,Stuart Walker,9.0,8.0
Wild Boys of the Road,1933,5,3,,4,1,William A. Wellman,36.0,25.0
The Woman Accused,1933,3,,,4,1,Paul Sloane,8.0,6.0
The Woman Condemned,1934,2,3,9,4,1,Dorothy Davenport,13.0,
The Working Man,1933,12,3,7,4,1,John G. Adolfi,19.0,10.0
The World Changes,1933,3,7,,4,1,Mervyn LeRoy,16.0,6.0
The World Gone Mad,1933,2,3,9,4,1,Christy Cabanne,20.0,6.0
Yogoto no yume,1933,3,,,6,4,Mikio Naruse,5.0,11.0
Zoo in Budapest,1933,3,7,,4,1,Rowland V. Lee,15.0,9.0
Neath the Arizona Skies,1934,14,5,7,4,1,Harry L. Fraser,22.0,6.0
365 Nights in Hollywood,1934,12,20,7,4,1,George Marshall,8.0,1.0
6 Day Bike Rider,1934,12,,,4,1,Lloyd Bacon,8.0,3.0
The Affairs of Cellini,1934,12,3,4,4,1,Gregory La Cava,11.0,9.0
The Age of Innocence,1934,3,7,,4,1,Philip Moeller,12.0,8.0
Angèle,1934,3,,,7,5,Marcel Pagnol,1.0,2.0
Anne of Green Gables,1934,12,3,13,4,1,George Nichols Jr.,24.0,6.0
L'Atalante,1934,12,3,7,7,5,Jean Vigo,77.0,96.0
Babbitt,1934,3,,,4,1,William Keighley,8.0,3.0
Babes in Toyland,1934,12,13,6,4,1,"Gus Meins, Charley Rogers",62.0,21.0
"Baby, Take a Bow",1934,12,3,13,4,1,Harry Lachman,15.0,2.0
Bachelor Bait,1934,12,7,,4,1,George Stevens,6.0,2.0
The Barretts of Wimpole Street,1934,1,3,7,4,1,Sidney Franklin,26.0,8.0
Bedside,1934,3,7,,4,1,Robert Florey,11.0,5.0
Before Midnight,1933,5,2,3,4,1,Lambert Hillyer,16.0,6.0
Belle of the Nineties,1934,12,3,19,4,1,Leo McCarey,9.0,9.0
The Big Shakedown,1934,2,3,,4,1,John Francis Dillon,17.0,8.0
Big Hearted Herbert,1934,12,,,4,1,William Keighley,11.0,3.0
The Black Cat,1934,5,2,10,4,1,Edgar G. Ulmer,147.0,85.0
Black Moon,1934,3,10,,4,1,Roy William Neill,21.0,13.0
Blind Date,1934,12,7,,4,1,Roy William Neill,8.0,3.0
Blue Steel,1934,14,5,3,4,1,Robert N. Bradbury,25.0,12.0
Bolero,1934,3,20,,4,1,"Wesley Ruggles, Mitchell Leisen",14.0,6.0
Born to Be Bad,1934,3,7,,4,1,"Lowell Sherman, Jack Conway",24.0,9.0
Bottoms Up,1934,12,3,19,4,1,David Butler,8.0,4.0
Bright Eyes,1934,12,3,13,4,1,David Butler,23.0,11.0
British Agent,1934,3,4,7,4,1,Michael Curtiz,12.0,5.0
Broadway Bill,1934,12,3,,4,1,Frank Capra,14.0,15.0
Bulldog Drummond Strikes Back,1934,12,9,,4,1,Roy Del Ruth,14.0,4.0
Bulldog Jack,1935,12,2,9,2,1,Walter Forde,18.0,3.0
By Your Leave,1934,12,,,4,1,Lloyd Corrigan,6.0,1.0
The Captain Hates the Sea,1934,12,,,4,1,Lewis Milestone,13.0,6.0
The Case of the Howling Dog,1934,2,9,3,4,1,Alan Crosland,28.0,9.0
The Cat and the Fiddle,1934,12,19,7,4,1,"William K. Howard, Sam Wood",22.0,8.0
The Cat's-Paw,1934,12,,,4,1,"Sam Taylor, Harold Lloyd",24.0,12.0
The Rise of Catherine the Great,1934,1,3,,2,1,"Paul Czinner, Alexander Korda",13.0,8.0
Chained,1934,3,7,,4,1,Clarence Brown,20.0,5.0
Change of Heart,1934,3,7,,4,1,John G. Blystone,11.0,2.0
Chapaev,1934,1,3,4,8,6,"Sergey Vasilev, Georgi Vasilyev",7.0,2.0
Charlie Chan in London,1934,2,3,9,4,1,Eugene Forde,41.0,10.0
Charlie Chan's Courage,1934,9,,,4,1,"Eugene Forde, George Hadden",4.0,4.0
Chu-Chin-Chow,1934,14,5,12,2,1,Walter Forde,12.0,4.0
The Circus Clown,1934,12,,,4,1,Ray Enright,7.0,3.0
The Clairvoyant,1935,3,9,7,2,1,Maurice Elvey,38.0,15.0
Cleopatra,1934,1,3,4,4,1,Cecil B. DeMille,53.0,39.0
Cockeyed Cavaliers,1934,12,19,,4,1,Mark Sandrich,9.0,8.0
The Count of Monte Cristo,1934,14,5,3,4,1,Rowland V. Lee,34.0,9.0
Crime Without Passion,1934,2,3,,4,1,"Ben Hecht, Charles MacArthur",12.0,9.0
Crimson Romance,1934,14,3,8,4,1,David Howard,3.0,
Curtain at Eight,1933,9,,,4,1,E. Mason Hopper,11.0,6.0
Dames,1934,12,19,7,4,1,"Ray Enright, Busby Berkeley",46.0,18.0
Dangerous Corner,1934,9,,,4,1,Phil Rosen,18.0,3.0
Dark Hazard,1934,3,,,4,1,Alfred E. Green,23.0,6.0
Death Takes a Holiday,1934,3,6,7,4,1,Mitchell Leisen,37.0,15.0
Death at Broadcasting House,1934,9,,,2,1,Reginald Denham,10.0,3.0
Death on the Diamond,1934,3,9,17,4,1,Edward Sedgwick,16.0,6.0
Le dernier milliardaire,1934,12,,,7,5,René Clair,4.0,2.0
Desirable,1934,3,7,,4,1,Archie Mayo,4.0,4.0
Dos monjes,1934,3,10,9,8,7,Juan Bustillo Oro,4.0,2.0
Down to Their Last Yacht,1934,12,19,7,4,1,Paul Sloane,15.0,2.0
Dr. Monica,1934,3,7,,4,1,"William Keighley, William Dieterle",11.0,8.0
The Dragon Murder Case,1934,9,,,4,1,H. Bruce Humberstone,19.0,6.0
The Beast of Borneo,1934,5,12,3,4,1,Harry Garson,5.0,5.0
Easy to Love,1934,12,7,,4,1,William Keighley,10.0,2.0
Evelyn Prentice,1934,3,9,7,4,1,William K. Howard,35.0,14.0
Evergreen,1934,12,19,7,2,1,Victor Saville,19.0,6.0
El fantasma del convento,1934,5,3,10,8,7,Fernando de Fuentes,3.0,5.0
Fashions of 1934,1934,12,3,19,4,1,William Dieterle,25.0,11.0
Finishing School,1934,3,7,,4,1,"George Nichols Jr., Wanda Tuchock",16.0,15.0
The Fire Raisers,1934,2,16,,2,1,Michael Powell,4.0,4.0
The Firebird,1934,3,9,7,4,1,William Dieterle,9.0,4.0
Flirtation Walk,1934,19,7,,4,1,Frank Borzage,11.0,9.0
Fog Over Frisco,1934,2,9,16,4,1,William Dieterle,26.0,19.0
Forsaking All Others,1934,12,3,7,4,1,W.S. Van Dyke,21.0,7.0
Four Frightened People,1934,5,3,,4,1,Cecil B. DeMille,23.0,7.0
Fugitive Lovers,1934,12,2,3,4,1,Richard Boleslawski,6.0,1.0
Gambling Lady,1934,3,9,,4,1,Archie Mayo,12.0,9.0
The Gay Bride,1934,12,2,,4,1,Jack Conway,14.0,5.0
The Gay Divorcee,1934,12,19,7,4,1,Mark Sandrich,58.0,41.0
Gentlemen Are Born,1934,3,20,7,4,1,Alfred E. Green,8.0,2.0
The Ghost Walks,1934,9,16,,4,1,Frank R. Strayer,22.0,3.0
The Girl from Missouri,1934,12,3,7,4,1,"Jack Conway, Sam Wood",17.0,9.0
Vagabond Lady,1935,12,7,3,4,1,Sam Taylor,5.0,2.0
Gold,1934,2,15,,1,3,Karl Hartl,5.0,7.0
Golgotha,1935,5,3,,7,5,Julien Duvivier,6.0,5.0
Le grand jeu,1934,3,7,,7,5,Jacques Feyder,8.0,8.0
Great Expectations,1934,3,7,,4,1,Stuart Walker,9.0,5.0
Green Eyes,1934,9,,,4,1,Richard Thorpe,14.0,6.0
Haha wo kowazuya,1934,3,,,6,4,Yasujirô Ozu,1.0,4.0
Happiness Ahead,1934,19,12,7,4,1,Mervyn LeRoy,11.0,5.0
"Hat, Coat, and Glove",1934,3,,,4,1,Worthington Miner,12.0,3.0
Have a Heart,1934,3,7,,4,1,David Butler,8.0,2.0
He Was Her Man,1934,2,3,7,4,1,Lloyd Bacon,23.0,6.0
Heat Lightning,1934,2,3,,4,1,Mervyn LeRoy,15.0,17.0
Here Comes the Navy,1934,12,3,7,4,1,Lloyd Bacon,19.0,11.0
Hej-rup!,1934,5,12,7,8,7,Martin Fric,,
"Hi, Nellie!",1934,12,2,3,4,1,Mervyn LeRoy,13.0,6.0
Hide-Out,1934,12,2,3,4,1,W.S. Van Dyke,23.0,8.0
"Hips, Hips, Hooray!",1934,12,19,,4,1,Mark Sandrich,14.0,13.0
His Greatest Gamble,1934,3,7,,4,1,John S. Robertson,6.0,3.0
Hollywood Party,1934,18,12,19,4,1,"Richard Boleslawski, Allan Dwan",32.0,16.0
House of Mystery,1934,10,9,,4,1,William Nigh,16.0,5.0
The House of Rothschild,1934,1,3,4,4,1,"Alfred L. Werker, Sidney Lanfield",30.0,10.0
Housewife,1934,3,,,4,1,Alfred E. Green,15.0,10.0
I Sell Anything,1934,12,3,7,4,1,Robert Florey,5.0,4.0
I've Got Your Number,1934,12,7,,4,1,Ray Enright,10.0,8.0
Imitation of Life,1934,3,7,,4,1,John M. Stahl,66.0,28.0
In Old Santa Fe,1934,14,2,20,4,1,"David Howard, Joseph Kane",7.0,2.0
It Happened One Night,1934,12,7,,4,1,Frank Capra,283.0,115.0
It's a Gift,1934,12,,,4,1,Norman Z. McLeod,65.0,24.0
Jane Eyre,1934,3,7,,4,1,Christy Cabanne,31.0,1.0
Jew Süss,1934,3,4,7,2,1,Lothar Mendes,5.0,1.0
Jimmy the Gent,1934,12,2,3,4,1,Michael Curtiz,23.0,14.0
Journal of a Crime,1934,3,,,4,1,William Keighley,16.0,3.0
Judge Priest,1934,12,3,7,4,1,John Ford,33.0,13.0
Kagirinaki hodô,1934,3,,,6,7,Mikio Naruse,1.0,11.0
Kansas City Princess,1934,12,7,,4,1,William Keighley,9.0,6.0
Keep 'Em Rolling,1934,3,7,8,4,1,George Archainbaud,1.0,1.0
Kentucky Kernels,1934,12,19,,4,1,George Stevens,12.0,7.0
The Key,1934,3,,,4,1,Michael Curtiz,9.0,8.0
Kid Millions,1934,12,19,,4,1,"Roy Del Ruth, Willy Pogany",15.0,7.0
Kiss and Make-Up,1934,12,19,7,4,1,Harlan Thompson,14.0,8.0
Ladies Should Listen,1934,12,7,,4,1,Frank Tuttle,9.0,2.0
Lady by Choice,1934,12,3,7,4,1,David Burton,10.0,6.0
Laughing Boy,1934,3,7,11,4,1,W.S. Van Dyke,6.0,3.0
The Lawless Frontier,1934,14,5,7,4,1,Robert N. Bradbury,20.0,8.0
Let's Try Again,1934,3,,,4,1,Worthington Miner,8.0,3.0
Life Returns,1935,3,10,15,4,1,"Eugene Frenke, James P. Hogan",17.0,11.0
The Life of Vergie Winters,1934,3,,,4,1,Alfred Santell,12.0,10.0
Liliom,1934,3,6,,7,5,Fritz Lang,14.0,23.0
"Little Man, What Now?",1934,3,,,4,1,Frank Borzage,12.0,9.0
The Little Minister,1934,3,7,,4,1,Richard Wallace,17.0,4.0
Little Miss Marker,1934,12,3,13,4,1,Alexander Hall,14.0,7.0
Long Lost Father,1934,12,3,7,4,1,Ernest B. Schoedsack,6.0,4.0
Looking for Trouble,1934,12,2,3,4,1,William A. Wellman,6.0,2.0
The Lost Jungle,1934,5,15,,4,1,"David Howard, Armand Schaefer",10.0,7.0
The Lost Jungle,1934,5,,,4,1,"David Howard, Armand Schaefer",11.0,2.0
A Lost Lady,1934,3,,,4,1,"Alfred E. Green, Phil Rosen",15.0,6.0
The Lost Patrol,1934,5,8,,4,1,John Ford,45.0,36.0
Here Comes Carter,1936,12,2,3,4,1,William Clemens,7.0,1.0
The Lucky Texan,1934,14,5,7,4,1,Robert N. Bradbury,24.0,13.0
Madame Bovary,1934,3,,,7,5,Jean Renoir,5.0,1.0
Madame Du Barry,1934,12,3,4,4,1,William Dieterle,8.0,1.0
The Man Who Knew Too Much,1934,2,9,16,2,1,Alfred Hitchcock,114.0,69.0
The Man Who Reclaimed His Head,1934,3,,,4,1,Edward Ludwig,8.0,9.0
The Man from Utah,1934,5,2,7,4,1,Robert N. Bradbury,23.0,7.0
The Man with Two Faces,1934,2,3,,4,1,Archie Mayo,24.0,5.0
Mandalay,1934,2,3,7,4,1,Michael Curtiz,23.0,17.0
Manhattan Melodrama,1934,2,3,7,4,1,"W.S. Van Dyke, George Cukor",45.0,24.0
Maniac,1934,10,,,4,1,Dwain Esper,78.0,42.0
Maria Chapdelaine,1934,3,,,7,5,Julien Duvivier,6.0,2.0
Marie Galante,1934,3,7,16,4,1,Henry King,12.0,4.0
Maskerade,1934,12,7,,8,3,Willi Forst,8.0,3.0
Massacre,1934,3,,,4,1,Alan Crosland,8.0,11.0
Mauvaise graine,1934,12,3,7,7,5,"Alexander Esway, Billy Wilder",9.0,11.0
Men in White,1934,3,7,,4,1,Richard Boleslawski,21.0,7.0
The Merry Frinks,1934,12,3,,4,1,Alfred E. Green,8.0,1.0
The Merry Widow,1934,12,19,7,4,1,Ernst Lubitsch,32.0,19.0
Merry Wives of Reno,1934,12,,,4,1,H. Bruce Humberstone,7.0,2.0
Midnight,1934,2,3,21,4,1,Chester Erskine,29.0,7.0
Midnight Alibi,1934,12,2,7,4,1,Alan Crosland,5.0,1.0
Les misérables,1934,3,,,7,5,Raymond Bernard,25.0,21.0
A Modern Hero,1934,3,7,,4,1,Georg Wilhelm Pabst,5.0,1.0
The Moonstone,1934,12,2,9,4,1,Reginald Barker,18.0,4.0
Mrs. Wiggs of the Cabbage Patch,1934,12,3,,4,1,Norman Taurog,11.0,4.0
La mujer del puerto,1934,3,,,8,7,"Arcady Boytler, Raphael J. Sevilla",4.0,4.0
Murder at the Vanities,1934,19,9,7,4,1,Mitchell Leisen,27.0,14.0
Murder in the Clouds,1934,9,7,,4,1,D. Ross Lederman,11.0,3.0
The Murder in the Museum,1934,9,16,,4,1,Melville Shyer,13.0,2.0
Murder on the Blackboard,1934,12,3,9,4,1,George Archainbaud,18.0,5.0
Murder on the Campus,1933,9,,,4,1,Richard Thorpe,16.0,4.0
Music in the Air,1934,12,19,7,4,1,Joe May,9.0,5.0
Mystery Liner,1934,5,9,,4,1,William Nigh,27.0,9.0
The Mystery of Mr. X,1934,12,2,9,4,1,"Edgar Selwyn, Richard Boleslawski",16.0,10.0
Nana,1934,3,,,4,1,"Dorothy Arzner, George Fitzmaurice",8.0,8.0
The 9th Guest,1934,3,10,9,4,1,Roy William Neill,10.0,5.0
No Greater Glory,1934,3,,,4,1,Frank Borzage,15.0,9.0
Now I'll Tell,1934,3,,,4,1,Edwin J. Burke,11.0,4.0
Now and Forever,1934,3,19,7,4,1,Henry Hathaway,15.0,4.0
Of Human Bondage,1934,3,7,,4,1,John Cromwell,96.0,35.0
The Old Fashioned Way,1934,12,,,4,1,William Beaudine,26.0,5.0
One More River,1934,3,7,,4,1,James Whale,12.0,7.0
One Night of Love,1934,20,7,,4,1,Victor Schertzinger,12.0,7.0
Operator 13,1934,3,4,7,4,1,Richard Boleslawski,20.0,4.0
Our Daily Bread,1934,3,7,,4,1,King Vidor,35.0,7.0
Outcast Lady,1934,3,7,,4,1,Robert Z. Leonard,10.0,1.0
The Painted Veil,1934,3,7,,4,1,Richard Boleslawski,24.0,14.0
Palooka,1934,12,20,,4,1,Benjamin Stoloff,12.0,3.0
Perils of Pauline,1933,14,5,12,4,1,Ray Taylor,6.0,2.0
The Personality Kid,1934,3,,,4,1,Alan Crosland,6.0,5.0
Poruchik Kizhe,1934,12,3,,8,6,Aleksandr Faintsimmer,10.0,1.0
The Private Life of Don Juan,1934,12,7,,2,1,Alexander Korda,12.0,9.0
Pyshka,1934,3,,,8,6,Mikhail Romm,2.0,
Randy Rides Alone,1934,14,9,7,4,1,Harry L. Fraser,23.0,9.0
Red Ensign,1934,3,,,2,1,Michael Powell,6.0,10.0
Registered Nurse,1934,3,7,,4,1,Robert Florey,10.0,4.0
The Return of Bulldog Drummond,1934,9,,,2,1,Walter Summers,9.0,3.0
The Return of Chandu,1934,5,6,10,4,1,Ray Taylor,10.0,7.0
The Richest Girl in the World,1934,12,7,,4,1,William A. Seiter,15.0,11.0
Riptide,1934,3,7,,4,1,Edmund Goulding,17.0,7.0
The Road to Ruin,1934,3,,,4,1,"Dorothy Davenport, Melville Shyer",16.0,6.0
Romance in Manhattan,1935,12,7,,4,1,Stephen Roberts,14.0,2.0
Sadie McKee,1934,3,7,,4,1,Clarence Brown,20.0,14.0
The Scarlet Empress,1934,3,4,7,4,1,Josef von Sternberg,46.0,46.0
The Scarlet Letter,1934,3,4,7,4,1,Robert G. Vignola,14.0,2.0
The Scarlet Pimpernel,1934,5,3,,2,1,Harold Young,60.0,11.0
Search for Beauty,1934,12,2,7,4,1,Erle C. Kenton,16.0,14.0
The Secret of the Loch,1934,5,6,12,2,1,Milton Rosmer,6.0,3.0
Sensation Hunters,1933,3,,,4,1,Charles Vidor,13.0,1.0
Sequoia,1934,3,,,4,1,"Chester M. Franklin, Edwin L. Marin",14.0,3.0
She Loves Me Not,1934,12,19,,4,1,Elliott Nugent,7.0,3.0
The Show-Off,1934,12,,,4,1,Charles Reisner,12.0,2.0
Side Streets,1934,3,7,,4,1,Alfred E. Green,7.0,2.0
La signora di tutti,1934,3,,,5,2,Max Ophüls,6.0,14.0
Sing and Like It,1934,12,,,4,1,William A. Seiter,19.0,4.0
Six of a Kind,1934,12,,,4,1,Leo McCarey,17.0,10.0
Smarty,1934,12,7,,4,1,Robert Florey,13.0,7.0
So ein Flegel,1934,12,,,1,3,Robert A. Stemmle,2.0,
Something Always Happens,1934,12,7,,2,1,Michael Powell,8.0,1.0
Spitfire,1934,3,,,4,1,John Cromwell,20.0,3.0
The St. Louis Kid,1934,3,7,,4,1,Ray Enright,10.0,8.0
Stamboul Quest,1934,7,16,3,4,1,"Sam Wood, Jack Conway",13.0,9.0
Stand Up and Cheer!,1934,12,19,,4,1,Hamilton MacFadden,14.0,4.0
The Star Packer,1934,14,9,7,4,1,Robert N. Bradbury,29.0,9.0
Stingaree,1934,12,3,7,4,1,William A. Wellman,20.0,13.0
Straight Is the Way,1934,3,7,,4,1,Paul Sloane,5.0,2.0
Strictly Dynamite,1934,12,20,,4,1,Elliott Nugent,6.0,5.0
Strogiy yunosha,1935,3,,,8,6,Abram Room,,
Student Tour,1934,19,,,4,1,Charles Reisner,6.0,2.0
Success at Any Price,1934,3,,,4,1,J. Walter Ruben,11.0,4.0
Sweet Adeline,1934,19,7,,4,1,Mervyn LeRoy,12.0,1.0
Tarzan and His Mate,1934,14,5,,4,1,"Cedric Gibbons, James C. McKay",63.0,32.0
The Thin Man,1934,12,2,9,4,1,W.S. Van Dyke,146.0,84.0
Thirty Day Princess,1934,12,7,,4,1,Marion Gering,10.0,9.0
This Man Is Mine,1934,3,7,,4,1,John Cromwell,10.0,3.0
This Side of Heaven,1934,3,7,,4,1,William K. Howard,7.0,3.0
The Thundering Herd,1933,11,,,4,1,Henry Hathaway,9.0,4.0
Toni,1935,2,3,7,7,5,Jean Renoir,7.0,14.0
The Trail Beyond,1934,14,5,3,4,1,Robert N. Bradbury,25.0,7.0
Transatlantic Merry-Go-Round,1934,12,19,9,4,1,Benjamin Stoloff,10.0,1.0
Treasure Island,1934,5,13,,4,1,Victor Fleming,30.0,14.0
Twentieth Century,1934,12,7,,4,1,Howard Hawks,65.0,48.0
Twenty Million Sweethearts,1934,12,19,,4,1,Ray Enright,12.0,7.0
Two Alone,1934,3,,,4,1,Elliott Nugent,4.0,2.0
Ukikusa monogatari,1934,3,,,6,4,Yasujirô Ozu,18.0,30.0
Upper World,1934,2,3,20,4,1,Roy Del Ruth,18.0,7.0
Rocky Mountain Mystery,1935,9,11,,4,1,Charles Barton,15.0,5.0
Der verlorene Sohn,1934,3,,,1,1,Luis Trenker,1.0,2.0
A Very Honorable Guy,1934,12,2,7,4,1,Lloyd Bacon,6.0,4.0
Vesyolye rebyata,1934,12,19,,8,6,Grigoriy Aleksandrov,9.0,3.0
Viva Villa!,1934,1,11,,4,1,"Jack Conway, Howard Hawks",21.0,16.0
Wagon Wheels,1934,14,5,12,4,1,Charles Barton,7.0,3.0
We Live Again,1934,3,,,4,1,Rouben Mamoulian,19.0,8.0
We're Not Dressing,1934,12,19,,4,1,Norman Taurog,23.0,9.0
We're Rich Again,1934,12,,,4,1,William A. Seiter,9.0,1.0
Wednesday's Child,1934,3,,,4,1,John S. Robertson,5.0,
West of the Divide,1934,14,5,7,4,1,Robert N. Bradbury,19.0,6.0
What Every Woman Knows,1934,12,,,4,1,Gregory La Cava,9.0,4.0
Where Sinners Meet,1934,7,12,,4,1,J. Walter Ruben,6.0,2.0
Whirlpool,1934,2,3,7,4,1,Roy William Neill,9.0,1.0
