title,year,genre1,genre2,genre3,country,language,director,reviews_from_users,reviews_from_critics
Kean,1924,3,,,7,7,Alexandre Volkoff,4.0,6.0
Der letzte Mann,1924,3,,,1,7,F.W. Murnau,55.0,79.0
Manhandled,1924,3,12,,4,1,Allan Dwan,5.0,5.0
The Marriage Circle,1924,12,,,4,7,Ernst Lubitsch,9.0,10.0
Michael,1924,3,7,,1,7,Carl Theodor Dreyer,22.0,23.0
Monsieur Beaucaire,1924,3,7,,4,1,Sidney Olcott,8.0,2.0
The Navigator,1924,14,12,7,4,7,"Donald Crisp, Buster Keaton",54.0,34.0
Neobychainye priklyucheniya mistera Vesta v strane bolshevikov,1924,12,,,8,7,Lev Kuleshov,14.0,10.0
Die Nibelungen: Kriemhilds Rache,1924,5,3,6,1,7,Fritz Lang,18.0,40.0
Die Nibelungen: Siegfried,1924,5,3,6,1,3,Fritz Lang,27.0,48.0
Orlacs Hände,1924,2,10,9,8,7,Robert Wiene,22.0,24.0
Papirosnitsa ot Mosselproma,1924,12,7,,8,6,Yuri Zhelyabuzhsky,3.0,2.0
Peter Pan,1924,5,6,13,4,7,Herbert Brenon,21.0,20.0
The Red Lily,1924,3,,,4,7,Fred Niblo,22.0,4.0
Romola,1924,3,4,,4,7,Henry King,9.0,1.0
The Sea Hawk,1924,5,3,7,4,1,Frank Lloyd,10.0,7.0
Secrets,1924,3,,,4,1,Frank Borzage,3.0,
Sherlock Jr.,1924,14,12,7,4,1,Buster Keaton,302.0,64.0
Stachka,1925,3,,,8,7,Sergei M. Eisenstein,38.0,32.0
The Thief of Bagdad,1924,5,13,6,4,7,Raoul Walsh,57.0,62.0
The White Shadow,1924,3,,,2,1,Graham Cutts,9.0,5.0
Wild Oranges,1924,3,7,,4,1,King Vidor,16.0,5.0
Wine of Youth,1924,12,3,,4,1,King Vidor,2.0,1.0
Yolanda,1924,7,,,4,1,Robert G. Vignola,1.0,1.0
Die Abenteuer des Prinzen Achmed,1926,18,5,6,1,7,"Lotte Reiniger, Carl Koch",44.0,44.0
The Big Parade,1925,3,7,8,4,7,"King Vidor, George W. Hill",53.0,53.0
Body and Soul,1925,3,,,4,1,Oscar Micheaux,13.0,12.0
Braveheart,1925,11,,,4,1,Alan Hale,2.0,
Bronenosets Potemkin,1925,3,4,16,8,6,Sergei M. Eisenstein,198.0,79.0
The Circle,1925,3,,,4,1,Frank Borzage,12.0,4.0
Clash of the Wolves,1925,5,7,11,4,1,Noel M. Smith,6.0,4.0
Cobra,1925,3,7,,4,1,Joseph Henabery,12.0,4.0
Don Q Son of Zorro,1925,5,7,,4,1,Donald Crisp,10.0,7.0
Du skal ære din hustru,1925,3,,,8,7,Carl Theodor Dreyer,19.0,25.0
The Eagle,1925,14,12,3,4,1,Clarence Brown,28.0,13.0
Le fantôme du Moulin-Rouge,1925,3,6,,7,7,René Clair,5.0,1.0
Feu Mathias Pascal,1926,3,,,7,5,Marcel L'Herbier,6.0,7.0
The Freshman,1925,12,13,7,4,1,"Fred C. Newmeyer, Sam Taylor",35.0,39.0
Die freudlose Gasse,1925,3,,,1,3,Georg Wilhelm Pabst,17.0,17.0
Glomdalsbruden,1926,3,7,,8,7,Carl Theodor Dreyer,2.0,3.0
Go West,1925,12,11,,4,1,Buster Keaton,22.0,28.0
The Gold Rush,1925,5,12,3,4,1,Charles Chaplin,175.0,121.0
The Goose Woman,1925,3,,,4,1,Clarence Brown,6.0,3.0
Greed,1924,3,16,11,4,1,Erich von Stroheim,84.0,49.0
Gribiche,1926,3,,,7,5,Jacques Feyder,2.0,7.0
Her Sister from Paris,1925,12,,,4,1,Sidney Franklin,7.0,1.0
El húsar de la muerte,1925,1,3,4,8,7,Pedro Sienna,4.0,3.0
Lady Windermere's Fan,1925,12,,,4,1,Ernst Lubitsch,15.0,11.0
Lady of the Night,1925,3,7,,4,1,Monta Bell,19.0,4.0
The Lady,1925,3,,,4,7,Frank Borzage,3.0,2.0
Lazybones,1925,14,12,3,4,1,Frank Borzage,11.0,6.0
Lights of Old Broadway,1925,3,7,,4,1,Monta Bell,1.0,
Little Annie Rooney,1925,3,12,,4,1,William Beaudine,16.0,5.0
The Little Colonel,1935,12,13,19,4,1,David Butler,17.0,4.0
The Lost World,1925,5,6,15,4,7,Harry O. Hoyt,80.0,62.0
The Merry Widow,1925,3,7,,4,7,Erich von Stroheim,15.0,18.0
The Monster,1925,12,10,9,4,1,Roland West,29.0,17.0
Orochi,1925,14,5,,6,7,Buntarô Futagara,5.0,5.0
Parisian Love,1925,2,3,7,4,1,Louis J. Gasnier,10.0,3.0
Paths to Paradise,1925,12,2,7,4,1,Clarence G. Badger,7.0,2.0
The Phantom of the Opera,1925,10,,,4,7,"Rupert Julian, Lon Chaney",148.0,116.0
The Plastic Age,1925,12,7,17,4,1,Wesley Ruggles,11.0,2.0
The Pleasure Garden,1925,3,7,,2,1,Alfred Hitchcock,17.0,22.0
Poil de carotte,1925,3,,,7,5,Julien Duvivier,4.0,5.0
Prem Sanyas,1925,3,,,8,7,"Franz Osten, Himanshu Rai",3.0,1.0
Pretty Ladies,1925,12,3,,4,1,Monta Bell,2.0,1.0
The Rag Man,1925,3,12,,4,1,Edward F. Cline,11.0,3.0
The Red Kimona,1925,1,3,7,4,1,"Walter Lang, Dorothy Davenport",12.0,5.0
Riders of the Purple Sage,1925,14,3,11,4,1,Lynn Reynolds,5.0,3.0
The Road to Yesterday,1925,3,6,7,4,1,Cecil B. DeMille,7.0,1.0
Sally of the Sawdust,1925,12,,,4,1,D.W. Griffith,17.0,8.0
"Sally, Irene and Mary",1925,12,3,,4,1,Edmund Goulding,2.0,3.0
The Salvation Hunters,1925,3,,,4,7,Josef von Sternberg,7.0,8.0
Seven Chances,1925,12,7,,4,1,Buster Keaton,50.0,49.0
She,1925,5,6,15,2,1,"Leander De Cordova, G.B. Samuelson",5.0,2.0
Soul-Fire,1925,3,,,4,1,John S. Robertson,3.0,
Die Stadt ohne Juden,1924,3,,,8,7,H.K. Breslauer,6.0,3.0
Stage Struck,1925,12,,,4,1,Allan Dwan,6.0,3.0
Stella Dallas,1925,3,,,4,1,Henry King,9.0,7.0
Tumbleweeds,1925,11,,,4,1,"King Baggot, William S. Hart",20.0,7.0
The Unholy Three,1925,2,3,7,4,1,Tod Browning,34.0,21.0
The Vanishing American,1925,11,,,4,1,George B. Seitz,14.0,6.0
Varieté,1925,2,3,7,1,3,Ewald André Dupont,10.0,19.0
Visages d'enfants,1925,3,9,7,7,5,Jacques Feyder,14.0,9.0
Le voyage imaginaire,1926,12,3,6,7,5,René Clair,2.0,3.0
The Wizard of Oz,1925,12,13,6,4,7,Larry Semon,47.0,16.0
Wolfblood,1925,3,,,4,1,"George Chesebro, Bruce Mitchell",12.0,10.0
A Woman of the World,1925,12,3,,4,7,Malcolm St. Clair,7.0,1.0
Zakroyshchik iz Torzhka,1925,12,,,8,7,Yakov Protazanov,1.0,1.0
Zander the Great,1925,14,12,3,4,1,George W. Hill,3.0,2.0
Zur Chronik von Grieshuus,1925,3,,,1,7,Arthur von Gerlach,2.0,3.0
Bardelys the Magnificent,1926,3,7,,4,1,King Vidor,16.0,14.0
The Bat,1926,9,16,,4,1,Roland West,29.0,14.0
Battling Butler,1926,12,,,4,1,Buster Keaton,23.0,22.0
Beau Geste,1926,14,5,3,4,1,Herbert Brenon,10.0,3.0
The Bells,1926,2,3,10,4,1,James Young,14.0,10.0
Ben-Hur: A Tale of the Christ,1925,5,3,7,4,1,"Fred Niblo, Charles Brabin",56.0,26.0
The Better 'Ole,1926,12,8,3,4,1,Charles Reisner,9.0,1.0
Beverly of Graustark,1926,12,7,,4,1,Sidney Franklin,3.0,
The Black Pirate,1926,5,14,,4,7,Albert Parker,32.0,25.0
The Blackbird,1926,2,3,7,4,1,Tod Browning,18.0,7.0
The Blue Eagle,1926,14,3,,4,1,John Ford,5.0,2.0
La Bohème,1926,3,7,,4,7,King Vidor,22.0,5.0
The Boob,1926,12,7,,4,1,William A. Wellman,13.0,3.0
Brown of Harvard,1926,3,7,,4,1,Jack Conway,11.0,3.0
Brudeferden i Hardanger,1926,3,7,,8,7,Rasmus Breistein,1.0,2.0
Dancing Mothers,1926,3,,,4,1,Herbert Brenon,13.0,3.0
Don Juan,1926,5,7,,4,1,Alan Crosland,25.0,14.0
Ella Cinders,1926,12,7,,4,1,Alfred E. Green,14.0,6.0
Eve's Leaves,1926,12,7,,4,1,Paul Sloane,2.0,1.0
Exit Smiling,1926,12,7,,4,1,Sam Taylor,15.0,3.0
Faust: Eine deutsche Volkssage,1926,3,6,10,1,3,F.W. Murnau,59.0,54.0
Fig Leaves,1926,12,,,4,1,Howard Hawks,8.0,3.0
Fine Manners,1926,12,,,4,7,"Richard Rosson, Lewis Milestone",5.0,3.0
Flesh and the Devil,1926,3,7,,4,7,Clarence Brown,38.0,28.0
For Heaven's Sake,1926,14,12,7,4,1,Sam Taylor,16.0,12.0
Geheimnisse einer Seele,1926,3,,,1,3,Georg Wilhelm Pabst,11.0,17.0
The Great K & A Train Robbery,1926,11,,,4,1,Lewis Seiler,9.0,2.0
Hands Up!,1926,14,12,8,4,1,Clarence G. Badger,9.0,3.0
Der heilige Berg,1926,3,,,1,3,Arnold Fanck,15.0,17.0
His First Flame,1927,12,,,4,1,Harry Edwards,5.0,3.0
It's the Old Army Game,1926,5,12,7,4,1,A. Edward Sutherland,8.0,4.0
Kid Boots,1926,12,7,,4,1,Frank Tuttle,8.0,2.0
Kiki,1926,12,,,4,1,Clarence Brown,12.0,2.0
Kurutta ippêji,1926,3,10,,6,4,Teinosuke Kinugasa,26.0,23.0
The Lodger: A Story of the London Fog,1927,2,3,9,2,1,Alfred Hitchcock,92.0,82.0
Love 'Em and Leave 'Em,1926,12,3,7,4,7,Frank Tuttle,5.0,1.0
Maciste all'inferno,1925,14,3,6,5,2,Guido Brignone,11.0,19.0
The Magician,1926,3,6,10,4,1,Rex Ingram,18.0,10.0
Mantrap,1926,12,,,4,1,Victor Fleming,13.0,6.0
Mare Nostrum,1926,3,8,,4,1,Rex Ingram,11.0,4.0
Mat,1926,3,,,8,7,Vsevolod Pudovkin,12.0,7.0
Metropolis,1927,3,15,,1,3,Fritz Lang,471.0,194.0
Miss Mend,1926,5,12,2,8,6,"Boris Barnet, Fyodor Otsep",8.0,10.0
Namus,1925,3,,,8,7,Amo Bek-Nazaryan,2.0,1.0
Nana,1926,3,7,,7,5,Jean Renoir,10.0,10.0
Nell Gwyn,1926,1,3,4,2,1,Herbert Wilcox,2.0,1.0
Old Ironsides,1926,3,4,,4,7,James Cruze,4.0,4.0
Po zakonu,1926,3,,,8,6,Lev Kuleshov,10.0,14.0
Protsess o tryokh millionakh,1926,12,,,8,7,Yakov Protazanov,3.0,1.0
The Road to Mandalay,1926,3,,,4,1,Tod Browning,4.0,5.0
Der Rosenkavalier,1925,12,,,8,3,Robert Wiene,1.0,2.0
The Scarlet Letter,1926,3,,,4,1,Victor Sjöström,28.0,13.0
The Sea Beast,1926,14,5,6,4,1,Millard Webb,5.0,3.0
The Shamrock Handicap,1926,7,3,,4,1,John Ford,1.0,3.0
Shinel,1926,3,,,8,7,"Grigoriy Kozintsev, Leonid Trauberg",2.0,1.0
The Show-Off,1926,12,3,,4,1,Malcolm St. Clair,10.0,3.0
So This Is Paris,1926,12,,,4,1,Ernst Lubitsch,6.0,6.0
So's Your Old Man,1926,12,,,4,1,Gregory La Cava,4.0,4.0
The Son of the Sheik,1926,5,3,7,4,1,George Fitzmaurice,23.0,18.0
The Sorrows of Satan,1926,3,7,,4,1,D.W. Griffith,6.0,4.0
Sparrows,1926,3,,,4,1,"William Beaudine, Tom McNamara",31.0,24.0
The Strong Man,1926,12,,,4,1,Frank Capra,18.0,17.0
Der Student von Prag,1926,3,10,,1,3,Henrik Galeen,11.0,8.0
Herr Tartüff,1925,3,,,1,3,F.W. Murnau,14.0,26.0
The Temptress,1926,3,7,,4,1,"Fred Niblo, Mauritz Stiller",24.0,11.0
3 Bad Men,1926,7,11,,4,1,John Ford,16.0,21.0
Torrent,1926,3,7,,4,1,Monta Bell,9.0,8.0
"Tramp, Tramp, Tramp",1926,5,12,7,4,1,Harry Edwards,15.0,19.0
The Volga Boatman,1926,3,7,,4,1,Cecil B. DeMille,10.0,5.0
West Point,1927,3,7,17,4,7,Edward Sedgwick,14.0,5.0
What Price Glory,1926,12,3,8,4,7,Raoul Walsh,8.0,7.0
The Winning of Barbara Worth,1926,3,7,11,4,1,Henry King,12.0,6.0
Almost Human,1927,3,7,,4,1,Frank Urson,,
Alraune,1928,3,6,10,1,3,Henrik Galeen,8.0,8.0
Annie Laurie,1927,3,7,,4,1,John S. Robertson,5.0,1.0
Baby ryazanskie,1927,3,,,8,7,"Ivan Pravov, Olga Preobrazhenskaya",3.0,
Barbed Wire,1927,3,7,8,4,7,"Rowland V. Lee, Mauritz Stiller",6.0,3.0
The Beloved Rogue,1927,5,3,4,4,1,Alan Crosland,14.0,6.0
Captain Salvation,1927,3,7,,4,1,John S. Robertson,14.0,5.0
Casanova,1927,1,3,,7,5,Alexandre Volkoff,4.0,2.0
The Cat and the Canary,1927,12,10,9,4,1,Paul Leni,52.0,56.0
Chicago,1927,12,2,3,4,1,Frank Urson,13.0,17.0
Children of Divorce,1927,3,7,,4,7,"Frank Lloyd, Josef von Sternberg",6.0,8.0
College,1927,12,3,17,4,1,"James W. Horne, Buster Keaton",37.0,49.0
Devushka s korobkoy,1927,12,3,7,8,7,Boris Barnet,10.0,6.0
Downhill,1927,5,3,16,2,7,Alfred Hitchcock,24.0,28.0
The Drop Kick,1927,3,17,,4,1,Millard Webb,7.0,2.0
Easy Virtue,1928,7,16,,2,1,Alfred Hitchcock,34.0,32.0
The Fair Co-Ed,1927,12,,,4,1,Sam Wood,4.0,1.0
The First Auto,1927,12,3,,4,1,Roy Del Ruth,12.0,4.0
The Gaucho,1927,5,7,,4,1,F. Richard Jones,12.0,10.0
The General,1926,14,5,12,4,1,"Clyde Bruckman, Buster Keaton",268.0,113.0
Get Your Man,1927,12,7,,4,1,Dorothy Arzner,8.0,2.0
La glace à trois faces,1927,3,7,,7,7,Jean Epstein,6.0,4.0
Schaste,1935,12,3,,8,7,Aleksandr Medvedkin,4.0,10.0
Hindle Wakes,1927,3,7,,2,1,Maurice Elvey,10.0,7.0
Hotel Imperial,1927,3,8,,4,7,Mauritz Stiller,8.0,6.0
Hula,1927,3,7,,4,1,Victor Fleming,6.0,3.0
It,1927,12,7,,4,7,"Clarence G. Badger, Josef von Sternberg",62.0,22.0
The Jazz Singer,1927,3,20,19,4,1,Alan Crosland,96.0,57.0
Le joueur d'échecs,1927,3,6,,7,5,Raymond Bernard,6.0,11.0
The Kid Brother,1927,12,3,13,4,1,"Ted Wilde, Harold Lloyd",29.0,25.0
The King of Kings,1927,1,3,4,4,1,Cecil B. DeMille,46.0,23.0
Konets Sankt-Peterburga,1927,3,,,8,7,"Vsevolod Pudovkin, Mikhail Doller",16.0,9.0
Die Liebe der Jeanne Ney,1927,3,7,,1,3,Georg Wilhelm Pabst,10.0,7.0
London After Midnight,1927,10,,,4,7,Tod Browning,22.0,20.0
Long Pants,1927,12,,,4,1,Frank Capra,14.0,13.0
Love,1927,3,7,,4,7,"Edmund Goulding, John Gilbert",14.0,9.0
The Love of Sunya,1927,3,,,4,7,Albert Parker,6.0,4.0
"Man, Woman and Sin",1927,3,,,4,1,Monta Bell,3.0,1.0
Mockery,1927,3,7,,4,1,Benjamin Christensen,17.0,3.0
Mr. Wu,1927,3,7,,4,1,William Nigh,19.0,3.0
My Best Girl,1927,12,7,,4,1,Sam Taylor,21.0,12.0
Napoléon vu par Abel Gance,1927,1,3,4,7,7,Abel Gance,60.0,41.0
Oktyabr,1927,3,4,,8,7,"Grigoriy Aleksandrov, Sergei M. Eisenstein",50.0,22.0
Old San Francisco,1927,3,4,7,4,7,Alan Crosland,17.0,6.0
Orchids and Ermine,1927,12,7,,4,7,Alfred Santell,6.0,
Paid to Love,1927,12,7,,4,7,Howard Hawks,2.0,5.0
The Patent Leather Kid,1927,3,7,17,4,7,Alfred Santell,,4.0
Quality Street,1927,12,3,7,4,7,Sidney Franklin,6.0,2.0
The Red Mill,1927,12,7,,4,1,Roscoe 'Fatty' Arbuckle,18.0,3.0
The Ring,1927,3,7,17,2,7,Alfred Hitchcock,40.0,31.0
Running Wild,1927,12,,,4,1,Gregory La Cava,7.0,7.0
The Scar of Shame,1927,3,,,4,7,Frank Peregini,13.0,1.0
7th Heaven,1927,3,7,,4,1,Frank Borzage,31.0,34.0
A Ship Comes In,1928,3,,,4,7,William K. Howard,3.0,
Shooting Stars,1928,3,7,,2,1,"Anthony Asquith, A.V. Bramble",6.0,14.0
The Show,1927,2,3,,4,1,Tod Browning,15.0,9.0
"Slide, Kelly, Slide",1927,12,17,,4,7,Edward Sedgwick,2.0,
Spring Fever,1927,12,,,4,1,Edward Sedgwick,11.0,4.0
The Student Prince in Old Heidelberg,1927,3,7,,4,1,"Ernst Lubitsch, John M. Stahl",28.0,11.0
Sunrise: A Song of Two Humans,1927,3,7,,4,1,F.W. Murnau,239.0,180.0
Tarzan and the Golden Lion,1927,14,5,,4,1,J.P. McGowan,6.0,3.0
Tell It to the Marines,1926,12,3,7,4,1,George W. Hill,28.0,5.0
Tillie the Toiler,1927,12,3,,4,1,Hobart Henley,2.0,2.0
Tretya meshchanskaya,1927,12,3,,8,6,Abram Room,9.0,7.0
Twelve Miles Out,1927,3,,,4,1,Jack Conway,2.0,1.0
Two Arabian Knights,1927,5,12,7,4,1,Lewis Milestone,27.0,6.0
Un chapeau de paille d'Italie,1928,12,,,7,5,René Clair,11.0,7.0
Uncle Tom's Cabin,1927,3,4,,4,1,Harry A. Pollard,22.0,6.0
Underworld,1927,2,3,21,4,1,"Josef von Sternberg, Arthur Rosson",27.0,42.0
The Unknown,1927,3,10,7,4,1,Tod Browning,107.0,50.0
Upstream,1927,12,3,,4,1,John Ford,8.0,13.0
When a Man Loves,1927,4,7,,4,1,Alan Crosland,13.0,3.0
Wings,1927,3,7,8,4,1,"William A. Wellman, Harry d'Abbadie d'Arrast",86.0,88.0
Winners of the Wilderness,1927,3,4,8,4,1,W.S. Van Dyke,2.0,1.0
"Die Frau, nach der man sich sehnt",1929,3,,,1,3,Curtis Bernhardt,6.0,5.0
Abwege,1928,3,7,,1,3,Georg Wilhelm Pabst,7.0,2.0
Across to Singapore,1928,3,7,,4,1,William Nigh,17.0,4.0
The Battle of the Sexes,1928,12,,,4,1,D.W. Griffith,12.0,5.0
Beggars of Life,1928,5,3,,4,1,William A. Wellman,21.0,16.0
Bringing Up Father,1928,12,,,4,7,Jack Conway,1.0,1.0
Die Büchse der Pandora,1929,2,3,7,1,3,Georg Wilhelm Pabst,85.0,82.0
The Cameraman,1928,12,7,13,4,1,"Edward Sedgwick, Buster Keaton",59.0,38.0
The Cardboard Lover,1928,12,7,,4,1,Robert Z. Leonard,5.0,2.0
Champagne,1928,12,,,2,1,Alfred Hitchcock,30.0,26.0
La chute de la maison Usher,1928,10,,,7,5,Jean Epstein,23.0,36.0
The Circus,1928,12,7,,4,1,Charles Chaplin,317.0,61.0
The Cossacks,1928,3,,,4,1,"George W. Hill, Clarence Brown",11.0,7.0
The Crowd,1928,3,7,,4,7,King Vidor,61.0,39.0
Les deux timides,1928,12,,,7,5,René Clair,1.0,2.0
The Divine Woman,1928,3,7,,4,7,Victor Sjöström,5.0,3.0
The Docks of New York,1928,2,3,21,4,1,Josef von Sternberg,32.0,48.0
Dom na Trubnoy,1928,12,,,8,6,Boris Barnet,6.0,4.0
Eliso,1928,3,7,8,8,7,Nikoloz Shengelaia,1.0,
The Farmer's Wife,1928,12,3,7,2,1,Alfred Hitchcock,39.0,22.0
Fazil,1928,3,7,,4,7,Howard Hawks,2.0,3.0
Feel My Pulse,1928,12,,,4,7,Gregory La Cava,9.0,3.0
4 Devils,1928,3,,,4,1,F.W. Murnau,3.0,6.0
The Four Feathers,1929,5,3,7,4,1,"Merian C. Cooper, Lothar Mendes",8.0,4.0
Four Sons,1928,3,8,,4,1,John Ford,14.0,8.0
Four Walls,1928,3,,,4,7,William Nigh,,1.0
The Garden of Eden,1928,12,3,,4,1,Lewis Milestone,10.0,11.0
Geschlecht in Fesseln,1928,3,,,1,3,William Dieterle,5.0,5.0
A Girl in Every Port,1928,14,5,12,4,7,Howard Hawks,7.0,23.0
Hangman's House,1928,3,7,16,4,7,John Ford,7.0,8.0
Heimkehr,1928,3,7,8,1,3,Joe May,4.0,2.0
High Treason,1929,15,,,2,1,Maurice Elvey,8.0,12.0
Jûjiro,1928,3,,,6,4,Teinosuke Kinugasa,2.0,7.0
A Lady of Chance,1928,12,3,7,4,1,Robert Z. Leonard,12.0,3.0
The Last Command,1928,3,4,7,4,1,Josef von Sternberg,34.0,40.0
"Laugh, Clown, Laugh",1928,3,,,4,7,Herbert Brenon,47.0,12.0
Lights of New York,1928,2,3,20,4,1,Bryan Foy,18.0,5.0
Lilac Time,1928,3,7,8,4,7,"George Fitzmaurice, Frank Lloyd",6.0,2.0
Lonesome,1928,12,3,7,4,1,Pál Fejös,15.0,36.0
Maldone,1928,3,,,7,7,Jean Grémillon,1.0,2.0
The Man Who Laughs,1928,3,10,9,4,1,Paul Leni,63.0,45.0
The Matinee Idol,1928,12,7,,4,1,Frank Capra,14.0,6.0
The Mating Call,1928,3,,,4,1,James Cruze,24.0,4.0
Mother Machree,1927,3,,,4,7,John Ford,1.0,2.0
Moulin Rouge,1928,3,,,2,1,Ewald André Dupont,8.0,1.0
The Mysterious Lady,1928,3,7,,4,1,Fred Niblo,27.0,16.0
Our Dancing Daughters,1928,3,,,4,1,Harry Beaumont,27.0,11.0
La passion de Jeanne d'Arc,1928,1,3,4,7,5,Carl Theodor Dreyer,177.0,147.0
The Patsy,1928,12,3,7,4,1,King Vidor,21.0,10.0
Potomok Chingis-Khana,1928,3,8,,8,6,Vsevolod Pudovkin,14.0,11.0
The Power of the Press,1928,3,,,4,1,Frank Capra,6.0,4.0
The Racket,1928,2,3,21,4,1,Lewis Milestone,27.0,13.0
Riley the Cop,1928,12,3,,4,7,John Ford,4.0,2.0
Sadie Thompson,1928,3,,,4,7,Raoul Walsh,21.0,17.0
Shiraz,1928,3,4,7,8,7,Franz Osten,3.0,7.0
Show People,1928,12,7,,4,7,King Vidor,33.0,13.0
The Singing Fool,1928,19,3,,4,1,Lloyd Bacon,13.0,6.0
The Smart Set,1928,12,,,4,1,Jack Conway,8.0,1.0
Speedy,1928,14,12,13,4,1,Ted Wilde,32.0,35.0
Spione,1928,7,16,,1,3,Fritz Lang,29.0,44.0
"Steamboat Bill, Jr.",1928,14,12,3,4,1,"Charles Reisner, Buster Keaton",72.0,65.0
Street Angel,1928,3,,,4,7,Frank Borzage,27.0,23.0
Submarine,1928,14,3,,4,1,"Frank Capra, Irvin Willat",4.0,5.0
Tempest,1928,3,7,,4,1,"Sam Taylor, Lewis Milestone",12.0,6.0
That Certain Thing,1928,12,3,7,4,1,Frank Capra,7.0,7.0
Tire au flanc,1928,12,,,7,5,Jean Renoir,5.0,2.0
The Trail of '98,1928,14,5,3,4,1,Clarence Brown,12.0,4.0
Underground,1928,3,7,,2,1,Anthony Asquith,8.0,16.0
The Viking,1928,14,5,4,4,1,Roy William Neill,12.0,4.0
The Way of All Flesh,1927,3,,,4,7,Victor Fleming,5.0,6.0
Weary River,1929,3,7,,4,1,Frank Lloyd,15.0,4.0
The Wedding March,1928,3,,,4,1,Erich von Stroheim,16.0,19.0
West of Zanzibar,1928,3,9,,4,1,Tod Browning,31.0,17.0
While the City Sleeps,1928,2,3,,4,1,Jack Conway,4.0,2.0
White Shadows in the South Seas,1928,3,7,,4,1,"W.S. Van Dyke, Robert J. Flaherty",19.0,6.0
The Wind,1928,3,7,11,4,1,Victor Sjöström,48.0,31.0
A Woman of Affairs,1928,3,,,4,1,Clarence Brown,14.0,10.0
Zhivoy trup,1929,3,,,1,3,Fyodor Otsep,2.0,1.0
Zvenigora,1928,3,6,,8,7,Aleksandr Dovzhenko,4.0,12.0
La aldea maldita,1930,3,,,8,7,Florián Rey,3.0,
Alibi,1929,2,,,4,1,Roland West,17.0,12.0
Applause,1929,3,19,,4,1,Rouben Mamoulian,22.0,19.0
L'argent,1928,3,7,,7,5,Marcel L'Herbier,10.0,16.0
Arsenal,1929,3,8,,8,6,Aleksandr Dovzhenko,15.0,19.0
Asphalt,1929,3,7,,1,3,Joe May,17.0,18.0
Atlantic,1929,3,,,2,1,Ewald André Dupont,15.0,5.0
Behind That Curtain,1929,9,,,4,1,Irving Cummings,30.0,7.0
Big News,1929,12,2,9,4,1,Gregory La Cava,12.0,3.0
The Black Watch,1929,5,3,,4,1,John Ford,6.0,4.0
Blackmail,1929,2,21,16,2,1,Alfred Hitchcock,90.0,60.0
Broadway,1929,2,19,,4,1,Pál Fejös,13.0,7.0
Broadway Babies,1929,3,19,,4,1,Mervyn LeRoy,5.0,2.0
The Broadway Melody,1929,3,19,7,4,1,Harry Beaumont,81.0,33.0
Bulldog Drummond,1929,3,9,16,4,1,F. Richard Jones,26.0,14.0
The Canary Murder Case,1929,2,3,9,4,1,"Malcolm St. Clair, Frank Tuttle",18.0,13.0
Le capitaine Fracasse,1929,5,3,,7,5,"Alberto Cavalcanti, Henry Wulschleger",5.0,
The Cocoanuts,1929,12,19,,4,1,"Robert Florey, Joseph Santley",69.0,41.0
Condemned!,1929,3,,,4,1,Wesley Ruggles,13.0,2.0
Coquette,1929,3,7,,4,1,Sam Taylor,37.0,11.0
Daigaku wa detakeredo,1929,12,,,6,7,Yasujirô Ozu,6.0,6.0
The Dance of Life,1929,3,19,7,4,1,"John Cromwell, A. Edward Sutherland",8.0,3.0
Dangerous Curves,1929,3,,,4,1,Lothar Mendes,12.0,1.0
Desert Nights,1929,5,3,7,4,1,William Nigh,19.0,3.0
Devil-May-Care,1929,19,7,,4,1,Sidney Franklin,4.0,2.0
Disraeli,1929,1,3,4,4,1,Alfred E. Green,21.0,17.0
The Divine Lady,1928,3,4,7,4,1,Frank Lloyd,16.0,8.0
Dynamite,1929,3,,,4,1,Cecil B. DeMille,15.0,6.0
Erotikon,1929,3,7,,8,7,Gustav Machatý,4.0,7.0
Eternal Love,1929,3,7,,4,1,Ernst Lubitsch,13.0,9.0
Evangeline,1929,3,,,4,1,Edwin Carewe,6.0,5.0
Flight,1929,5,,,4,1,Frank Capra,12.0,3.0
The Flying Fleet,1929,5,3,7,4,1,George W. Hill,12.0,4.0
The Flying Scotsman,1929,2,3,,2,1,Castleton Knight,8.0,3.0
Frau im Mond,1929,12,3,7,1,3,Fritz Lang,33.0,31.0
Fräulein Else,1929,3,,,1,3,Paul Czinner,,
The Girl in the Show,1929,12,,,4,1,Edgar Selwyn,6.0,
Glorifying the American Girl,1929,12,3,19,4,1,Millard Webb,25.0,3.0
The Godless Girl,1928,3,,,4,1,Cecil B. DeMille,27.0,9.0
Gold Diggers of Broadway,1929,12,19,,4,1,Roy Del Ruth,9.0,1.0
The Great Divide,1929,11,,,4,1,Reginald Barker,6.0,1.0
The Great Gabbo,1929,3,19,7,4,3,"James Cruze, Erich von Stroheim",24.0,16.0
The Greene Murder Case,1929,3,9,,4,1,Frank Tuttle,11.0,8.0
Half Marriage,1929,3,7,,4,1,William J. Cowen,6.0,1.0
Hallelujah,1929,3,19,,4,1,King Vidor,36.0,27.0
Hell's Heroes,1929,3,11,,4,1,William Wyler,21.0,8.0
Her Private Affair,1929,3,,,4,1,Paul L. Stein,8.0,2.0
High Voltage,1929,2,3,7,4,1,Howard Higgin,15.0,4.0
The Hole in the Wall,1929,3,9,,4,1,Robert Florey,9.0,5.0
